Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
258,Brandon Ingram\ingrabr01,SF,24,NOP,42,42,34.5,8.3,18.4,.451,1.5,4.5,.344,6.7,13.9,.486,.494,4.6,5.6,.821,0.7,4.9,5.6,5.3,0.6,0.5,2.7,2.1,22.7
259,Kyrie Irving\irvinky01,PG,29,BRK,14,14,36.2,9.1,20.1,.452,2.5,6.8,.368,6.6,13.3,.495,.514,3.5,3.8,.925,0.6,4.2,4.8,5.4,1.1,0.6,2.4,2.4,24.1
260,Wes Iwundu\iwundwe01,SF,27,ATL,3,1,27.3,2.7,6.0,.444,1.0,1.7,.600,1.7,4.3,.385,.528,1.0,1.3,.750,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7,7.3
261,Frank Jackson\jacksfr01,PG,23,DET,43,5,22.5,3.8,9.3,.410,1.8,5.5,.319,2.1,3.8,.543,.505,1.4,1.8,.795,0.3,1.3,1.6,1.0,0.5,0.2,0.8,1.7,10.9
262,Isaiah Jackson\jacksis01,PF,20,IND,20,2,9.7,2.3,4.2,.542,0.2,0.4,.429,2.1,3.8,.553,.560,1.1,1.7,.667,1.2,1.6,2.8,0.4,0.6,0.8,0.6,1.9,5.8
263,Jaren Jackson Jr.\jacksja02,PF,22,MEM,57,57,27.9,5.7,13.7,.418,1.8,5.5,.322,4.0,8.2,.483,.483,3.6,4.5,.803,1.5,4.5,6.0,1.1,1.0,2.2,1.7,3.4,16.8
264,Josh Jackson\jacksjo02,SF,24,DET,39,3,18.1,2.6,6.4,.410,0.8,2.9,.265,1.9,3.5,.529,.470,1.0,1.4,.714,0.4,2.7,3.2,1.3,0.5,0.5,1.0,1.8,7.1
265,Justin Jackson\jacksju01,SF,26,TOT,7,0,5.3,0.7,2.1,.333,0.4,1.3,.333,0.3,0.9,.333,.433,0.3,0.3,1.000,0.1,0.9,1.0,0.3,0.0,0.0,0.1,0.4,2.1
265,Justin Jackson\jacksju01,SF,26,BOS,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
265,Justin Jackson\jacksju01,SF,26,PHO,6,0,5.8,0.8,2.3,.357,0.5,1.5,.333,0.3,0.8,.400,.464,0.0,0.0,,0.2,1.0,1.2,0.3,0.0,0.0,0.2,0.5,2.2
266,Reggie Jackson\jacksre01,SG,31,LAC,54,54,30.7,6.3,15.8,.397,2.3,7.0,.330,4.0,8.8,.451,.471,1.8,2.1,.835,0.5,2.9,3.4,4.2,0.8,0.1,2.1,2.0,16.6
267,LeBron James\jamesle01,SF,37,LAL,40,40,36.7,11.0,21.1,.520,2.8,7.9,.352,8.2,13.3,.619,.585,4.3,5.7,.746,1.1,6.8,7.9,6.5,1.6,1.0,3.2,2.3,29.0
268,DeJon Jarreau\jarrede01,SG,24,IND,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,0,3.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7
270,Ty Jerome\jeromty01,SG,24,OKC,47,4,16.6,2.6,6.8,.374,1.1,3.9,.280,1.5,3.0,.496,.453,0.8,0.9,.837,0.4,1.3,1.6,2.2,0.6,0.1,0.8,1.5,7.0
271,Isaiah Joe\joeis01,SG,22,PHI,40,1,12.3,1.2,3.5,.355,0.9,2.7,.330,0.4,0.8,.438,.482,0.5,0.5,.952,0.1,1.0,1.1,0.7,0.3,0.1,0.3,1.0,3.8
272,Alize Johnson\johnsal02,PF,25,TOT,19,0,7.3,0.7,1.5,.483,0.0,0.2,.000,0.7,1.3,.560,.483,0.2,0.4,.500,1.1,1.4,2.5,0.4,0.2,0.0,0.6,0.8,1.7
272,Alize Johnson\johnsal02,PF,25,CHI,16,0,7.6,0.8,1.4,.522,0.0,0.1,.000,0.8,1.3,.571,.522,0.3,0.4,.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8
272,Alize Johnson\johnsal02,PF,25,WAS,3,0,6.0,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,1.7,2.3,4.0,0.0,0.0,0.0,1.0,0.0,1.3
273,B.J. Johnson\johnsbj01,SF,26,ORL,4,0,16.3,2.8,6.3,.440,1.0,2.5,.400,1.8,3.8,.467,.520,0.0,0.0,,1.5,2.3,3.8,0.0,0.0,0.3,0.0,1.0,6.5
274,Cameron Johnson\johnsca02,PF,25,PHO,53,10,26.0,4.1,8.9,.461,2.5,5.7,.431,1.6,3.2,.515,.599,1.2,1.4,.851,0.6,3.6,4.2,1.3,0.9,0.2,0.6,1.7,11.9
275,David Johnson\johnsda08,SG,20,TOR,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Jalen Johnson\johnsja05,PF,20,ATL,13,0,4.5,0.7,1.5,.474,0.2,0.5,.429,0.5,0.9,.500,.553,0.3,0.5,.667,0.0,1.2,1.2,0.1,0.0,0.0,0.2,0.2,1.9
277,James Johnson\johnsja01,PF,34,BRK,41,5,19.0,2.5,5.1,.488,0.3,1.2,.275,2.2,3.9,.556,.521,0.4,0.9,.444,1.0,2.5,3.5,1.9,0.5,0.4,0.7,2.3,5.8
278,Joe Johnson\johnsjo02,SG,40,BOS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
279,Keldon Johnson\johnske04,SF,22,SAS,53,52,31.2,5.8,12.5,.469,2.0,4.5,.432,3.9,7.9,.490,.548,2.0,2.7,.727,1.0,5.0,6.0,1.8,0.7,0.1,1.2,1.8,15.6
280,Keon Johnson\johnske07,SG,19,LAC,15,0,9.0,1.1,3.4,.333,0.2,0.7,.273,0.9,2.7,.350,.363,1.1,1.4,.762,0.4,1.0,1.4,0.9,0.5,0.1,0.5,1.4,3.5
281,Stanley Johnson\johnsst04,PF,25,LAL,23,13,22.1,2.5,5.1,.487,0.7,2.2,.320,1.8,2.9,.612,.556,0.9,1.3,.677,0.7,2.5,3.2,1.3,0.7,0.4,0.6,2.9,6.6
282,Tyler Johnson\johnsty01,PG,29,TOT,6,0,15.2,1.0,3.3,.300,0.8,2.2,.385,0.2,1.2,.143,.425,0.0,0.0,,0.5,1.5,2.0,1.2,0.5,0.5,0.3,1.2,2.8
282,Tyler Johnson\johnsty01,PG,29,PHI,3,0,12.7,1.3,3.3,.400,1.0,2.3,.429,0.3,1.0,.333,.550,0.0,0.0,,0.3,1.7,2.0,0.7,0.3,0.3,0.3,1.3,3.7
282,Tyler Johnson\johnsty01,PG,29,SAS,3,0,17.7,0.7,3.3,.200,0.7,2.0,.333,0.0,1.3,.000,.300,0.0,0.0,,0.7,1.3,2.0,1.7,0.7,0.7,0.3,1.0,2.0
283,Nikola Jokić\jokicni01,C,26,DEN,50,50,33.0,9.9,17.1,.576,1.6,4.2,.368,8.3,12.9,.644,.621,4.5,5.6,.811,2.8,11.0,13.7,7.9,1.4,0.8,3.7,2.5,25.8
284,Carlik Jones\jonesca03,PG,24,TOT,5,0,4.6,0.2,1.8,.111,0.0,0.2,.000,0.2,1.6,.125,.111,0.4,0.4,1.000,0.2,0.4,0.6,1.0,0.2,0.0,0.6,0.0,0.8
284,Carlik Jones\jonesca03,PG,24,DAL,3,0,6.3,0.0,2.3,.000,0.0,0.3,.000,0.0,2.0,.000,.000,0.7,0.7,1.000,0.3,0.7,1.0,1.7,0.3,0.0,1.0,0.0,0.7
284,Carlik Jones\jonesca03,PG,24,DEN,2,0,2.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285,Damian Jones\jonesda03,C,26,SAC,37,5,15.2,2.4,3.8,.638,0.1,0.4,.357,2.3,3.4,.669,.656,1.3,1.8,.727,1.4,2.5,3.9,1.1,0.3,0.6,1.0,2.1,6.3
286,Derrick Jones Jr.\jonesde02,PF,24,CHI,32,8,17.4,2.3,4.0,.567,0.5,1.2,.395,1.8,2.8,.640,.626,1.3,1.5,.833,1.2,2.1,3.3,0.5,0.5,0.7,0.5,2.4,6.2
287,Herbert Jones\joneshe01,PF,23,NOP,53,44,29.9,3.6,7.2,.497,0.7,1.9,.363,2.9,5.3,.546,.546,1.7,2.0,.848,1.3,2.6,3.9,2.1,1.5,0.9,1.2,3.1,9.6
288,Jemerrio Jones\jonesje01,SF,26,LAL,2,0,7.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,0.5,1.5,0.0,0.5,0.0,0.0,1.0,2.0
289,Kai Jones\joneska01,C,21,CHO,17,0,2.8,0.4,0.6,.636,0.1,0.1,.500,0.4,0.5,.667,.682,0.1,0.2,.250,0.1,0.4,0.5,0.2,0.0,0.0,0.3,0.3,0.9
290,Mason Jones\jonesma05,SG,23,LAL,2,0,4.5,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.5
291,Tre Jones\jonestr01,PG,22,SAS,45,4,13.5,2.0,4.0,.506,0.1,0.4,.150,2.0,3.6,.550,.514,0.8,0.9,.878,0.4,1.5,1.9,2.4,0.4,0.0,0.5,0.9,4.9
292,Tyus Jones\jonesty01,PG,25,MEM,51,13,20.5,3.1,6.9,.454,0.9,2.5,.357,2.2,4.4,.509,.519,0.7,0.8,.875,0.3,2.3,2.5,4.1,0.9,0.0,0.7,0.4,7.8
293,DeAndre Jordan\jordade01,C,33,LAL,31,19,12.9,1.9,2.8,.670,0.0,0.0,,1.9,2.8,.670,.670,0.4,0.8,.480,1.6,3.9,5.5,0.4,0.3,0.8,0.6,1.6,4.2
294,Cory Joseph\josepco01,PG,30,DET,45,19,24.0,2.8,6.3,.450,1.0,2.4,.425,1.8,3.9,.466,.530,1.5,1.8,.848,0.4,2.0,2.5,3.9,0.6,0.3,1.4,2.1,8.1
295,Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,0,5.3,0.6,1.2,.455,0.2,0.4,.500,0.3,0.8,.429,.545,0.4,1.0,.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8
296,Frank Kaminsky\kaminfr01,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
297,Luke Kennard\kennalu01,SG,25,LAC,48,10,27.9,4.0,9.1,.438,2.6,6.1,.430,1.4,3.0,.455,.582,0.9,1.1,.882,0.2,3.3,3.5,2.2,0.6,0.1,0.8,1.6,11.6
298,Braxton Key\keybr01,SF,24,PHI,2,0,3.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0
299,George King\kingge03,SF,28,DAL,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
300,Louis King\kinglo02,SF,22,SAC,10,0,10.4,1.5,4.7,.319,0.8,2.7,.296,0.7,2.0,.350,.404,0.7,1.0,.700,0.0,1.2,1.2,0.9,0.2,0.1,0.0,1.4,4.5
301,Corey Kispert\kispeco01,SF,22,WAS,50,9,19.1,2.4,5.6,.423,1.0,3.2,.317,1.3,2.4,.568,.514,0.8,0.9,.884,0.7,1.8,2.5,1.0,0.3,0.2,0.5,0.9,6.5
302,Maxi Kleber\klebima01,PF,30,DAL,40,20,25.0,2.5,6.0,.421,1.6,4.5,.365,0.9,1.6,.581,.556,0.7,0.9,.778,1.2,4.8,6.0,1.2,0.5,1.0,0.7,2.3,7.4
303,Brandon Knight\knighbr03,PG,30,DAL,3,0,18.0,3.0,6.7,.450,1.3,4.3,.308,1.7,2.3,.714,.550,2.7,2.7,1.000,0.0,2.3,2.3,2.7,0.3,0.0,1.3,1.7,10.0
304,Nathan Knight\knighna01,PF,24,MIN,28,2,6.9,1.0,2.0,.482,0.1,0.3,.250,0.9,1.7,.521,.500,1.1,1.6,.711,0.8,1.3,2.1,0.5,0.1,0.3,0.4,1.0,3.1
305,Kevin Knox\knoxke01,SF,22,TOT,20,0,7.9,1.1,2.8,.375,0.6,1.9,.289,0.5,0.9,.556,.473,0.4,0.5,.700,0.4,1.1,1.5,0.4,0.2,0.1,0.4,0.4,3.0
305,Kevin Knox\knoxke01,SF,22,NYK,13,0,8.5,1.2,3.1,.375,0.8,2.2,.357,0.4,0.9,.417,.500,0.5,0.8,.700,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
305,Kevin Knox\knoxke01,SF,22,ATL,7,0,6.6,0.9,2.3,.375,0.1,1.4,.100,0.7,0.9,.833,.406,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.0,0.3,0.4,1.9
306,John Konchar\konchjo01,SG,25,MEM,50,6,18.5,1.8,3.6,.500,0.8,1.8,.422,1.1,1.8,.576,.604,0.4,0.7,.606,1.2,3.3,4.4,1.4,0.7,0.3,0.4,1.3,4.8
307,Furkan Korkmaz\korkmfu01,SG,24,PHI,49,18,24.0,3.2,8.1,.393,1.3,4.4,.289,1.9,3.7,.520,.472,1.2,1.5,.833,0.3,2.6,2.9,2.3,0.6,0.1,0.8,1.0,8.9
308,Luke Kornet\kornelu01,C,26,TOT,3,0,6.0,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.7,1.0,.667,1.0,0.3,1.3,0.3,0.0,0.3,0.0,0.7,1.3
308,Luke Kornet\kornelu01,C,26,CLE,2,0,7.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,1.0,1.5,.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0
308,Luke Kornet\kornelu01,C,26,MIL,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
309,Vit Krejci\krejcvi01,SG,21,OKC,4,0,4.5,0.5,1.3,.400,0.0,0.8,.000,0.5,0.5,1.000,.400,0.5,0.5,1.000,0.0,0.8,0.8,0.5,0.0,0.0,0.3,0.0,1.5
310,Arnoldas Kulboka\kulboar01,SF,24,CHO,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Jonathan Kuminga\kuminjo01,SF,19,GSW,45,6,14.0,2.8,5.6,.504,0.6,1.8,.313,2.3,3.8,.596,.555,1.6,2.4,.648,0.6,2.2,2.8,0.6,0.4,0.2,0.9,1.8,7.8
312,Kyle Kuzma\kuzmaky01,PF,26,WAS,52,52,33.1,6.1,13.3,.455,1.8,5.5,.332,4.2,7.8,.542,.524,2.3,3.3,.698,1.1,7.6,8.7,3.0,0.7,0.9,2.3,1.8,16.2
313,Anthony Lamb\lamban01,SF,24,SAS,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
314,Jeremy Lamb\lambje01,SF-SG,29,TOT,40,0,16.1,2.2,6.0,.372,1.1,3.1,.336,1.2,2.9,.412,.460,1.8,2.1,.843,0.4,2.1,2.5,1.4,0.6,0.4,0.6,1.1,7.3
314,Jeremy Lamb\lambje01,SF,29,IND,39,0,15.7,2.2,5.8,.373,1.0,3.0,.333,1.2,2.8,.414,.458,1.7,2.1,.838,0.4,2.0,2.4,1.3,0.6,0.4,0.6,1.1,7.1
314,Jeremy Lamb\lambje01,SG,29,SAC,1,0,31.0,4.0,11.0,.364,3.0,8.0,.375,1.0,3.0,.333,.500,3.0,3.0,1.000,0.0,6.0,6.0,5.0,0.0,2.0,1.0,1.0,14.0
315,Jock Landale\landajo01,C,26,SAS,36,1,10.2,1.8,3.6,.488,0.6,1.6,.351,1.2,2.0,.597,.566,0.6,0.7,.840,1.1,1.1,2.2,0.9,0.2,0.3,0.6,0.9,4.6
316,Romeo Langford\langfro01,SG,22,BOS,44,5,16.5,1.8,4.2,.429,0.7,1.9,.349,1.1,2.3,.495,.508,0.5,0.8,.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1.0,4.7
317,Zach LaVine\lavinza01,SF,26,CHI,47,47,34.6,8.7,18.1,.482,2.9,7.2,.399,5.9,11.0,.536,.561,4.2,4.9,.869,0.3,4.6,4.9,4.5,0.6,0.4,2.7,1.7,24.6
318,Jake Layman\laymaja01,SF,27,MIN,23,1,7.3,0.8,2.1,.367,0.2,1.1,.154,0.6,1.0,.609,.408,0.3,0.3,.750,0.2,0.9,1.0,0.3,0.3,0.2,0.3,0.4,2.0
319,Damion Lee\leeda03,SG,29,GSW,46,3,20.3,2.9,6.3,.455,1.2,3.2,.376,1.7,3.1,.538,.551,0.9,1.0,.851,0.4,2.7,3.1,0.9,0.7,0.1,0.7,1.4,7.9
320,Saben Lee\leesa01,PG,22,DET,28,0,14.5,1.6,4.4,.377,0.4,1.6,.273,1.2,2.8,.436,.426,1.2,1.5,.767,0.4,2.0,2.4,2.3,0.9,0.4,0.9,0.9,4.9
321,Alex Len\lenal01,C,28,SAC,33,9,16.9,2.5,4.7,.529,0.2,0.6,.316,2.3,4.1,.559,.548,1.1,1.7,.643,1.5,3.2,4.6,1.2,0.4,0.8,1.2,2.7,6.2
322,Caris LeVert\leverca01,SG,27,TOT,42,40,31.2,7.1,15.9,.445,1.5,4.7,.325,5.5,11.2,.495,.493,2.7,3.6,.760,0.7,3.0,3.7,4.4,1.0,0.5,1.9,2.3,18.4
322,Caris LeVert\leverca01,SG,27,IND,39,39,31.1,7.1,15.9,.447,1.6,4.8,.323,5.6,11.1,.501,.496,2.8,3.7,.760,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7
322,Caris LeVert\leverca01,SG,27,CLE,3,1,31.7,6.3,15.3,.413,1.0,2.7,.375,5.3,12.7,.421,.446,1.0,1.3,.750,0.3,1.7,2.0,4.3,2.0,0.3,2.0,1.7,14.7
323,Kira Lewis Jr.\lewiski01,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9
324,Scottie Lewis\lewissc01,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
325,Damian Lillard\lillada01,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0
326,Nassir Little\littlna01,SF,21,POR,42,23,25.9,3.5,7.5,.460,1.2,3.7,.331,2.2,3.8,.584,.541,1.6,2.2,.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8
327,Isaiah Livers\liveris01,SF,23,DET,1,0,5.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
328,Kevon Looney\looneke01,C,25,GSW,57,57,21.4,2.6,4.7,.545,0.0,0.0,.000,2.6,4.7,.547,.545,1.1,1.6,.656,2.7,4.9,7.6,1.7,0.6,0.8,0.9,2.7,6.2
329,Brook Lopez\lopezbr01,C,33,MIL,1,1,28.0,3.0,9.0,.333,2.0,4.0,.500,1.0,5.0,.200,.444,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0
330,Robin Lopez\lopezro01,C,33,ORL,26,9,17.7,3.5,6.2,.569,0.1,0.2,.400,3.4,6.0,.574,.575,0.8,1.5,.579,2.1,1.7,3.7,1.7,0.0,0.5,1.3,2.0,7.9
331,Didi Louzada\louzama01,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
332,Kevin Love\loveke01,PF,33,CLE,49,2,22.3,4.5,10.5,.426,2.5,6.3,.392,2.0,4.2,.478,.544,2.7,3.2,.853,1.1,6.2,7.3,2.1,0.3,0.2,1.3,1.1,14.2
333,Kyle Lowry\lowryky01,PG,35,MIA,44,44,33.9,4.3,10.3,.419,2.1,6.1,.340,2.3,4.2,.532,.519,2.3,2.7,.849,0.6,3.9,4.5,8.1,1.2,0.3,3.0,2.8,13.0
334,Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,35,12,12.8,1.4,3.7,.391,0.9,2.5,.368,0.5,1.2,.439,.516,0.5,0.6,.850,0.3,1.1,1.4,0.7,0.3,0.1,0.4,1.3,4.3
335,Trey Lyles\lylestr01,PF,26,DET,51,3,19.4,3.4,7.5,.456,0.9,2.9,.301,2.6,4.7,.550,.513,2.7,3.5,.784,1.2,3.6,4.8,1.1,0.4,0.5,1.1,1.8,10.4
336,Théo Maledon\maledth01,PG,20,OKC,29,0,13.9,1.2,3.9,.310,0.4,2.0,.220,0.8,1.9,.407,.367,1.0,1.1,.848,0.3,1.3,1.6,1.1,0.4,0.1,0.9,1.1,3.8
337,Sandro Mamukelashvili\mamuksa01,PF,22,MIL,31,2,9.7,1.2,2.6,.439,0.5,1.3,.385,0.7,1.4,.488,.530,0.3,0.4,.750,0.9,1.0,1.8,0.5,0.2,0.2,0.3,0.6,3.1
338,Terance Mann\mannte01,SF,25,LAC,57,21,28.7,4.0,8.3,.479,1.0,2.7,.364,3.0,5.6,.535,.538,1.3,1.8,.752,1.3,3.8,5.2,2.4,0.7,0.1,1.0,2.2,10.2
339,Tre Mann\manntr01,PG,20,OKC,43,11,19.4,2.9,7.8,.368,1.3,3.6,.353,1.6,4.2,.381,.450,0.8,1.0,.733,0.3,1.8,2.1,1.0,0.7,0.2,0.8,1.7,7.8
340,Boban Marjanović\marjabo01,C,33,DAL,17,0,5.8,2.1,3.4,.632,0.1,0.2,.333,2.1,3.2,.648,.640,0.5,0.9,.500,0.4,1.4,1.8,0.1,0.0,0.1,0.6,1.2,4.8
341,Lauri Markkanen\markkla01,PF,24,CLE,38,38,30.2,4.9,11.3,.436,2.0,5.9,.342,2.9,5.4,.539,.526,1.7,1.9,.863,1.1,4.2,5.3,1.5,0.8,0.6,0.8,1.8,13.6
342,Naji Marshall\marshna01,SF,24,NOP,31,0,9.7,1.2,3.3,.359,0.3,1.4,.186,0.9,1.9,.483,.398,1.0,1.1,.857,0.5,1.6,2.1,0.8,0.4,0.1,0.7,1.0,3.6
343,Caleb Martin\martica02,SF,26,MIA,44,10,22.9,3.7,7.2,.506,1.0,2.6,.379,2.7,4.6,.579,.575,1.2,1.6,.739,1.3,2.7,4.0,1.0,1.0,0.5,0.8,1.6,9.5
344,Cody Martin\martico01,SF,26,CHO,49,11,27.2,2.9,6.5,.454,1.0,2.4,.410,2.0,4.1,.480,.530,1.1,1.7,.671,1.2,3.0,4.2,2.6,1.3,0.5,0.9,1.7,8.0
345,Kelan Martin\martike03,SF,26,IND,27,1,16.4,2.6,6.2,.417,0.8,2.7,.297,1.8,3.5,.511,.482,0.3,0.5,.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3
346,Kenyon Martin Jr.\martike04,SF,21,HOU,52,0,19.6,3.4,6.4,.527,0.5,1.8,.298,2.8,4.6,.617,.569,1.0,1.6,.635,1.2,2.8,3.9,1.3,0.5,0.5,0.8,1.3,8.3
347,Garrison Mathews\mathega01,SG,25,HOU,38,18,27.5,3.3,8.0,.416,2.5,6.6,.378,0.8,1.4,.596,.573,2.7,3.3,.808,0.6,2.9,3.5,1.0,0.7,0.3,0.6,2.9,11.8
348,Dakota Mathias\mathida01,SG,26,MEM,6,0,2.7,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0
349,Wesley Matthews\matthwe02,SG,35,MIL,28,6,19.2,1.9,4.5,.417,1.1,3.3,.352,0.8,1.3,.583,.543,0.2,0.4,.600,0.5,1.4,1.9,0.7,0.4,0.2,0.4,1.9,5.1
350,Tyrese Maxey\maxeyty01,PG,21,PHI,49,48,35.6,6.4,13.5,.475,1.4,3.5,.399,5.0,10.0,.502,.527,2.8,3.2,.860,0.4,3.2,3.6,4.7,0.7,0.5,1.2,2.1,17.0
351,Skylar Mays\mayssk01,SG,24,ATL,22,5,9.2,1.4,2.8,.508,0.4,1.1,.320,1.0,1.6,.639,.574,0.4,0.4,.889,0.2,0.9,1.1,0.7,0.3,0.0,0.4,0.3,3.5
352,Miles McBride\mcbrimi01,PG,21,NYK,21,2,7.2,0.7,2.8,.259,0.2,1.5,.161,0.5,1.3,.370,.302,0.1,0.2,.750,0.1,0.7,0.8,1.1,0.4,0.0,0.1,0.7,1.8
353,Mac McClung\mccluma01,PG,23,CHI,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
354,CJ McCollum\mccolcj01,SG,30,TOT,38,38,35.3,8.2,18.7,.438,3.1,8.1,.379,5.1,10.6,.483,.520,1.4,1.9,.712,1.0,3.5,4.5,4.6,1.0,0.6,2.1,2.1,20.8
354,CJ McCollum\mccolcj01,SG,30,POR,36,36,35.2,8.1,18.5,.436,3.1,8.0,.384,5.0,10.4,.476,.520,1.3,1.9,.706,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,20.5
354,CJ McCollum\mccolcj01,SG,30,NOP,2,2,36.5,10.5,22.5,.467,2.5,8.5,.294,8.0,14.0,.571,.522,2.0,2.5,.800,2.0,7.0,9.0,5.0,0.5,0.0,4.0,2.0,25.5
355,T.J. McConnell\mccontj01,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4
356,Jaden McDaniels\mcdanja02,PF,21,MIN,54,24,26.0,3.4,7.7,.442,1.1,3.4,.306,2.4,4.3,.552,.511,0.7,0.9,.787,1.1,3.1,4.2,1.1,0.8,0.7,1.0,3.2,8.6
357,Jalen McDaniels\mcdanja01,SF,24,CHO,39,2,17.6,2.5,5.1,.492,0.8,2.2,.372,1.7,2.8,.586,.574,0.8,1.2,.674,0.7,2.7,3.5,1.1,0.5,0.4,0.8,1.8,6.6
358,Doug McDermott\mcderdo01,PF,30,SAS,41,41,24.4,4.4,9.5,.466,2.3,5.3,.435,2.1,4.2,.506,.588,0.5,0.7,.733,0.4,2.1,2.5,1.2,0.3,0.1,0.8,1.6,11.7
359,JaVale McGee\mcgeeja01,C,34,PHO,50,14,16.2,4.3,6.5,.654,0.0,0.1,.333,4.2,6.4,.660,.657,1.4,2.1,.680,2.4,4.6,7.0,0.7,0.4,1.0,1.4,2.5,10.0
