Date,Team,Acquired,Relinquished,Notes
2021-12-31,Raptors,• Justin Champagnie,,activated from IL
2021-12-31,Rockets,• Jae'Sean Tate,,activated from IL
2021-12-31,Rockets,• Kenyon Martin Jr. / K.J. Martin,,activated from IL
2021-12-31,Suns,• Ishmail Wainright / Ish Wainright,,activated from IL
2021-12-31,Thunder,,• Jaylen Hoard,placed on IL
2021-12-31,Thunder,• Aleksej Pokusevski,,activated from IL
2021-12-31,Thunder,• Shai Gilgeous-Alexander,,activated from IL
2021-12-31,Timberwolves,• Anthony Edwards,,activated from IL
2021-12-31,Timberwolves,• Jarred Vanderbilt,,activated from IL
2021-12-31,Timberwolves,• Taurean Prince,,activated from IL
2021-12-31,Wizards,,• Brad Wanamaker,placed on IL with NBA health and safety protocols
2021-12-31,Clippers,• Moses Wright,,activated from IL
2021-12-31,Knicks,• Matt Mooney,,activated from IL
2022-01-01,Bucks,,• Donte DiVincenzo,placed on IL with sprained left ankle
2022-01-01,Bucks,,• Thanasis Antetokounmpo,placed on IL with NBA health and safety protocols
2022-01-01,Bulls,,• Javonte Green,placed on IL with strained right adductor
2022-01-01,Celtics,• Dennis Schröder,,activated from IL
2022-01-01,Clippers,,• Luke Kennard,placed on IL with NBA health and safety protocols
2022-01-01,Grizzlies,• Sam Merrill,,activated from IL
2022-01-01,Hawks,• Danilo Gallinari,,activated from IL
2022-01-01,Hawks,• Delon Wright,,activated from IL
2022-01-01,Hawks,• Kevin Huerter,,activated from IL
2022-01-01,Hawks,• Onyeka Okongwu,,activated from IL
2022-01-01,Hawks,• Sharife Cooper,,activated from IL
2022-01-01,Hawks,• Timothe Luwawu-Cabarrot,,activated from IL
2022-01-01,Hornets,,• Vernon Carey Jr.,placed on IL with NBA health and safety protocols
2022-01-01,Jazz,,• Hassan Whiteside,placed on IL with concussion
2022-01-01,Jazz,• Joe Ingles,,activated from IL
2022-01-01,Kings,,• Richaun Holmes,placed on IL with NBA health and safety protocols
2022-01-01,Knicks,,• Mitchell Robinson,placed on IL with NBA health and safety protocols
2022-01-01,Magic,• Terrence Ross,,activated from IL
2022-01-01,Mavericks,• Luka Doncic,,activated from IL
2022-01-01,Mavericks,• Maximilian Kleber / Maxi Kleber,,activated from IL
2022-01-01,Mavericks,• Tim Hardaway Jr.,,activated from IL
2022-01-01,Nets,• Day'Ron Sharpe,,activated from IL
2022-01-01,Nuggets,• Aaron Gordon,,activated from IL
2022-01-01,Pelicans,,• Jose Alvarado,placed on IL with NBA health and safety protocols
2022-01-01,Pelicans,• Jose Alvarado,,activated from IL
2022-01-01,Pelicans,• Josh Hart,,activated from IL
2022-01-01,Rockets,,• Alperen Sengun,placed on IL with sprained right ankle
2022-01-01,Rockets,,• Eric Gordon,placed on IL with right groin injury
2022-01-01,Spurs,,• Doug McDermott,placed on IL with NBA health and safety protocols
2022-01-01,Spurs,,• Lonnie Walker IV,placed on IL with NBA health and safety protocols
2022-01-01,Thunder,,• Shai Gilgeous-Alexander,placed on IL with NBA health and safety protocols
2022-01-01,Thunder,• Josh Giddey,,activated from IL
2022-01-01,76ers,• Tyler Johnson,,activated from IL
2022-01-01,Bulls,• Ersan Ilyasova,,activated from IL
2022-01-01,Hawks,• Malcolm Hill,,activated from IL
2022-01-01,Heat,• Zylan Cheatham,,activated from IL
2022-01-01,Raptors,• D.J. Wilson,,activated from IL
2022-01-02,Blazers,,• Cameron McGriff,placed on IL with NBA health and safety protocols
2022-01-02,Blazers,• Anfernee Simons,,activated from IL
2022-01-02,Blazers,• Keljin Blevins,,activated from IL
2022-01-02,Blazers,• Robert Covington,,activated from IL
2022-01-02,Blazers,• Trendon Watford,,activated from IL
2022-01-02,Bulls,• Alfonzo McKinnie,,activated from IL
2022-01-02,Bulls,• Lonzo Ball,,activated from IL
2022-01-02,Celtics,,• Brodric Thomas,placed on IL with sore lower back
2022-01-02,Celtics,,• Robert Williams III,placed on IL with right big toe injury
2022-01-02,Celtics,,• Romeo Langford,placed on IL with illness
2022-01-02,Celtics,• Bruno Fernando,,activated from IL
2022-01-02,Hornets,• Miles Bridges,,activated from IL
2022-01-02,Kings,,• Robert Woodard II,placed on IL with illness
2022-01-02,Knicks,,• Kemba Walker,placed on IL with sore left knee
2022-01-02,Magic,• Hassani Gravett,,activated from IL
2022-01-02,Magic,• Mohamed Bamba / Mo Bamba,,activated from IL
2022-01-02,Magic,• Mychal Mulder,,activated from IL
2022-01-02,Pacers,,• Caris LeVert,placed on IL with NBA health and safety protocols
2022-01-02,Pacers,,• Goga Bitadze,placed on IL with NBA health and safety protocols
2022-01-02,Pelicans,,• Tomas Satoransky,placed on IL with NBA health and safety protocols
2022-01-02,Pistons,,• Derrick Walton Jr.,placed on IL
2022-01-02,Pistons,• Cade Cunningham,,activated from IL
2022-01-02,Pistons,• Josh Jackson,,activated from IL
2022-01-02,Pistons,• Killian Hayes,,activated from IL
2022-01-02,Pistons,• Rodney McGruder,,activated from IL
2022-01-02,Pistons,• Saben Lee,,activated from IL
2022-01-02,Pistons,• Trey Lyles,,activated from IL
2022-01-02,Raptors,• Scottie Barnes,,activated from IL
2022-01-02,Rockets,,• Armoni Brooks,placed on IL with NBA health and safety protocols
2022-01-02,Rockets,• D.J. Augustine,,activated from IL
2022-01-02,Thunder,,• Luguentz Dort,placed on IL with sore left knee
2022-01-02,Thunder,• Jaylen Hoard,,activated from IL
2022-01-02,Warriors,• Damion Lee,,activated from IL
2022-01-02,Warriors,• Draymond Green,,activated from IL
2022-01-02,Wizards,,• Anthony Gill,placed on IL with NBA health and safety protocols
2022-01-02,Wizards,• Davis Bertans,,activated from IL
2022-01-02,Knicks,• Danuel House Jr.,,activated from IL
2022-01-02,Mavericks,• Brandon Knight,,activated from IL
2022-01-03,76ers,,• Jaden Springer,placed on IL with NBA health and safety protocols
2022-01-03,76ers,,• Matisse Thybulle,placed on IL with NBA health and safety protocols
2022-01-03,76ers,,• Tyrese Maxey,placed on IL with NBA health and safety protocols
2022-01-03,76ers,• Aaron Henry,,activated from IL
2022-01-03,76ers,• Danny Green,,activated from IL
2022-01-03,Blazers,• Jusuf Nurkic,,activated from IL
2022-01-03,Bucks,,• Jordan Nwora,placed on IL with NBA health and safety protocols
2022-01-03,Bulls,,• Tyler Cook,placed on IL with sprained left ankle
2022-01-03,Cavaliers,,• Isaac Okoro,placed on IL with sprained left elbow
2022-01-03,Cavaliers,• Darius Garland,,activated from IL
2022-01-03,Clippers,• Jay Scrubb,,activated from IL
2022-01-03,Grizzlies,,• Kyle Anderson,placed on IL with NBA health and safety protocols
2022-01-03,Grizzlies,• Jarrett Culver,,activated from IL
2022-01-03,Hawks,,• Cameron Reddish / Cam Reddish,placed on IL with sprained right ankle
2022-01-03,Heat,• P.J. Tucker,,activated from IL
2022-01-03,Knicks,• Jericho Sims,,activated from IL
2022-01-03,Knicks,• Mitchell Robinson,,activated from IL
2022-01-03,Magic,,• Moritz Wagner / Moe Wagner,placed on IL with illness
2022-01-03,Mavericks,,• Kristaps Porzingis,placed on IL with NBA health and safety protocols
2022-01-03,Nets,,• LaMarcus Aldridge,placed on IL with sore right foot
2022-01-03,Nuggets,• Nah'Shon Hyland / Bones Hyland,,activated from IL
2022-01-03,Pelicans,• Brandon Ingram,,activated from IL
2022-01-03,Pelicans,• Jonas Valanciunas,,activated from IL
2022-01-03,Rockets,,• Usman Garuba,placed on IL with NBA health and safety protocols
2022-01-03,Rockets,• Eric Gordon,,activated from IL
2022-01-03,Rockets,• Garrison Mathews,,activated from IL
2022-01-03,Timberwolves,• McKinley Wright IV,,activated from IL
2022-01-03,Warriors,,• Andre Iguodala,placed on IL with sore right knee
2022-01-03,Wizards,,• Tremont Waters,placed on IL with NBA health and safety protocols
2022-01-03,Wizards,• Cassius Winston,,activated from IL
2022-01-03,Cavaliers,• Denzel Valentine,,activated from IL
2022-01-03,Kings,• Robert Woodard II,,activated from IL
2022-01-03,Knicks,• Wayne Selden Jr.,,activated from IL
2022-01-04,76ers,,• Paul Reed,placed on IL with NBA health and safety protocols
2022-01-04,76ers,,• Shake Milton,placed on IL with back injury
2022-01-04,Bucks,,• Grayson Allen,placed on IL with NBA health and safety protocols
2022-01-04,Bucks,,• Pat Connaughton,placed on IL with NBA health and safety protocols
2022-01-04,Celtics,• Enes Freedom / Enes Kanter,,activated from IL
2022-01-04,Celtics,• Jayson Tatum,,activated from IL
2022-01-04,Grizzlies,,• Yves Pons,placed on IL with sore right ankle
2022-01-04,Grizzlies,• Ziaire Williams,,activated from IL
2022-01-04,Heat,,• Jimmy Butler,placed on IL with sprained right ankle
2022-01-04,Heat,• Max Strus,,activated from IL
2022-01-04,Jazz,,• Joe Ingles,placed on IL with NBA health and safety protocols
2022-01-04,Kings,,• Chimezie Metu,placed on IL with NBA health and safety protocols
2022-01-04,Knicks,,• Matt Mooney,placed on IL
2022-01-04,Knicks,• Julius Randle,,activated from IL
2022-01-04,Magic,• Chuma Okeke,,activated from IL
2022-01-04,Mavericks,• JaQuori McLaughlin,,activated from IL
2022-01-04,Raptors,,• Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols
2022-01-04,Raptors,,• Yuta Watanabe,placed on IL with NBA health and safety protocols
2022-01-04,Raptors,• Isaac Bonga,,activated from IL
2022-01-04,Suns,,• Landry Shamet,placed on IL with NBA health and safety protocols
2022-01-04,Thunder,• Darius Bazley,,activated from IL
2022-01-04,Thunder,• Tre Mann,,activated from IL
2022-01-04,Wizards,• Raulzinho Neto / Raul Neto,,activated from IL
2022-01-04,Grizzlies,• Shaq Buchanan,,activated from IL
2022-01-04,Hawks,• Malik Ellison,,activated from IL
2022-01-04,Pistons,• Derrick Walton Jr.,,activated from IL
2022-01-04,Grizzlies,,• Tyrell Terry,placed on IL with illness
2022-01-05,76ers,• Myles Powell,,activated from IL
2022-01-05,Bucks,,• George Hill,placed on IL with NBA health and safety protocols
2022-01-05,Bucks,,• Giannis Antetokounmpo,placed on IL with illness
2022-01-05,Bucks,• Jordan Nwora,,activated from IL
2022-01-05,Bucks,• Semi Ojeleye,,activated from IL
2022-01-05,Bucks,• Thanasis Antetokounmpo,,activated from IL
2022-01-05,Celtics,,• Payton Pritchard,placed on IL with NBA health and safety protocols
2022-01-05,Celtics,• Aaron Nesmith,,activated from IL
2022-01-05,Celtics,• Robert Williams III,,activated from IL
2022-01-05,Celtics,• Romeo Langford,,activated from IL
2022-01-05,Grizzlies,• Tyrell Terry,,activated from IL
2022-01-05,Hawks,,• Cameron Oliver,placed on IL with NBA health and safety protocols
2022-01-05,Hawks,,• Trae Young,placed on IL with bruised lower back
2022-01-05,Hawks,• Cameron Reddish / Cam Reddish,,activated from IL
2022-01-05,Heat,• Duncan Robinson,,activated from IL
2022-01-05,Hornets,• P.J. Washington,,activated from IL
2022-01-05,Hornets,• Scottie Lewis,,activated from IL
2022-01-05,Jazz,,• Rudy Gobert,placed on IL with illness / shoulder injury
2022-01-05,Jazz,• Udoka Azubuike,,activated from IL
2022-01-05,Magic,• Cole Anthony,,activated from IL
2022-01-05,Nets,• Kyrie Irving,,activated from IL
2022-01-05,Nets,• LaMarcus Aldridge,,activated from IL
2022-01-05,Nuggets,• Monte Morris,,activated from IL
2022-01-05,Pacers,,• Torrey Craig,placed on IL with right groin injury
2022-01-05,Raptors,• David Johnson (Ricardo),,activated from IL
2022-01-05,Spurs,• Dejounte Murray,,activated from IL
2022-01-05,Thunder,,• Isaiah Roby,placed on IL with NBA health and safety protocols
2022-01-05,Thunder,,• Jaylen Hoard,placed on IL
2022-01-05,Thunder,,• Miye Oni,placed on IL
2022-01-05,Thunder,,• Olivier Sarr,placed on IL
2022-01-05,Thunder,,• Rob Edwards,placed on IL
2022-01-05,Thunder,,• Scotty Hopson,placed on IL
2022-01-05,Thunder,• Jeremiah Robinson-Earl,,activated from IL
2022-01-05,Thunder,• Shai Gilgeous-Alexander,,activated from IL
2022-01-05,Timberwolves,• D'Angelo Russell,,activated from IL
2022-01-05,Timberwolves,• Karl-Anthony Towns,,activated from IL
2022-01-05,Warriors,,• Otto Porter Jr.,placed on IL with left foot injury
2022-01-05,Blazers,• Brandon Williams (b. 1975-02-27),,activated from IL
2022-01-05,Blazers,• Cameron McGriff,,activated from IL
2022-01-06,76ers,• Matisse Thybulle,,activated from IL
2022-01-06,Bulls,• Marko Simonovic,,activated from IL
2022-01-06,Bulls,• Tony Bradley,,activated from IL
2022-01-06,Clippers,,• Xavier Moon,placed on IL with NBA health and safety protocols
2022-01-06,Clippers,• Brandon Boston Jr. / B.J. Boston Jr.,,activated from IL
2022-01-06,Clippers,• Nicolas Batum,,activated from IL
2022-01-06,Grizzlies,,• Desmond Bane,placed on IL with left quadriceps injury
2022-01-06,Grizzlies,• De'Anthony Melton,,activated from IL
2022-01-06,Grizzlies,• Dillon Brooks,,activated from IL
2022-01-06,Hawks,,• Chris Clemons,placed on IL with NBA health and safety protocols
2022-01-06,Jazz,,• Bojan Bogdanovic,placed on IL with finger injury
2022-01-06,Jazz,,• Donovan Mitchell,placed on IL with strained lower back
2022-01-06,Jazz,,• Mike Conley Jr.,placed on IL with right knee injury
2022-01-06,Jazz,,• Rudy Gobert,placed on IL with NBA health and safety protocols
2022-01-06,Mavericks,• Trey Burke,,activated from IL
2022-01-06,Pistons,,• Frank Jackson,placed on IL with NBA health and safety protocols
2022-01-06,Pistons,• Isaiah Stewart,,activated from IL
2022-01-06,Raptors,• Sviatoslav Mykhailiuk / Svi Mykhailiuk,,activated from IL
2022-01-06,Rockets,• DeJon Jarreau,,activated from IL
2022-01-06,Spurs,,• Derrick White,placed on IL with NBA health and safety protocols
2022-01-06,Spurs,,• Devin Vassell,placed on IL with NBA health and safety protocols
2022-01-06,Spurs,,• Keldon Johnson,placed on IL with NBA health and safety protocols
2022-01-06,Spurs,,• Thaddeus Young,placed on IL with NBA health and safety protocols
2022-01-06,Thunder,• Jaylen Hoard,,activated from IL
2022-01-06,Thunder,• Luguentz Dort,,activated from IL
2022-01-06,Timberwolves,,• Leandro Bolmaro,placed on IL with NBA health and safety protocols
2022-01-06,Warriors,,• Draymond Green,placed on IL with sore left hip
2022-01-06,Warriors,,• Juan Toscano-Anderson,placed on IL with sore left ankle
2022-01-06,Warriors,,• Stephen Curry,placed on IL with bruised left quadricep
2022-01-06,Warriors,• Andre Iguodala,,activated from IL
2022-01-06,Warriors,• Otto Porter Jr.,,activated from IL
2022-01-06,Wizards,• Aaron Holiday,,activated from IL
2022-01-06,Wizards,• Spencer Dinwiddie,,activated from IL
2022-01-06,Pacers,• Kelan Martin,,activated from IL
2022-01-06,Thunder,• Olivier Sarr,,activated from IL
2022-01-06,Thunder,• Rob Edwards,,activated from IL
2022-01-06,Thunder,• Scotty Hopson,,activated from IL
2022-01-07,76ers,,• Isaiah Joe,placed on IL with sore back
2022-01-07,Blazers,• Cody Zeller,,activated from IL
2022-01-07,Bucks,• Giannis Antetokounmpo,,activated from IL
2022-01-07,Cavaliers,• Cedi Osman,,activated from IL
2022-01-07,Cavaliers,• Rajon Rondo,,activated from IL
2022-01-07,Grizzlies,,• Steven Adams,placed on IL with NBA health and safety protocols
2022-01-07,Hawks,• Bogdan Bogdanovic,,activated from IL
2022-01-07,Hawks,• Jalen Johnson,,activated from IL
2022-01-07,Hawks,• John Collins (Martin),,activated from IL
2022-01-07,Hawks,• Trae Young,,activated from IL
2022-01-07,Jazz,,• Rudy Gay,placed on IL with right heel injury
2022-01-07,Jazz,• Hassan Whiteside,,activated from IL
2022-01-07,Kings,• Terence Davis,,activated from IL
2022-01-07,Magic,• Moritz Wagner / Moe Wagner,,activated from IL
2022-01-07,Mavericks,,• Luka Doncic,placed on IL with sprained right ankle
2022-01-07,Nuggets,,• Petr Cornelie,placed on IL with NBA health and safety protocols
2022-01-07,Nuggets,• Jeff Green,,activated from IL
2022-01-07,Nuggets,• Zeke Nnaji,,activated from IL
2022-01-07,Pacers,,• Justin Anderson,placed on IL with NBA health and safety protocols
2022-01-07,Pacers,,• Torrey Craig,placed on IL with NBA health and safety protocols
2022-01-07,Pistons,• Cory Joseph,,activated from IL
2022-01-07,Rockets,• Armoni Brooks,,activated from IL
2022-01-07,Spurs,,• Tre Jones,placed on IL with NBA health and safety protocols
2022-01-07,Spurs,• Devontae Cacok,,activated from IL
2022-01-07,Spurs,• Lonnie Walker IV,,activated from IL
2022-01-07,Suns,• Deandre Ayton,,activated from IL
2022-01-07,Suns,• Jae Crowder,,activated from IL
2022-01-07,Suns,• JaVale McGee,,activated from IL
2022-01-07,Thunder,,• Derrick Favors,placed on IL with sore lower back
2022-01-07,Timberwolves,,• Patrick Beverley,placed on IL with right groin injury
2022-01-07,Wizards,,• Davis Bertans,placed on IL with sprained left foot
2022-01-07,Thunder,• Miye Oni,,activated from IL
2022-01-08,Clippers,• Ivica Zubac,,activated from IL
2022-01-08,Grizzlies,,• Ja Morant,placed on IL with left thigh injury
2022-01-08,Grizzlies,• Desmond Bane,,activated from IL
2022-01-08,Jazz,,• Malik Fitts,placed on IL with fractured right wrist
2022-01-08,Jazz,• Bojan Bogdanovic,,activated from IL
2022-01-08,Jazz,• Donovan Mitchell,,activated from IL
2022-01-08,Jazz,• Mike Conley Jr.,,activated from IL
2022-01-08,Jazz,• Rudy Gay,,activated from IL
2022-01-08,Knicks,,• Damyean Dotson,placed on IL
2022-01-08,Knicks,,• Evan Fournier,placed on IL with left thigh injury
2022-01-08,Pacers,• Chris Duarte,,activated from IL
2022-01-08,Pacers,• Jeremy Lamb,,activated from IL
2022-01-08,Pelicans,,• Josh Hart,placed on IL
2022-01-08,Warriors,• Draymond Green,,activated from IL
2022-01-08,Warriors,• Klay Thompson,,activated from IL
2022-01-08,Warriors,• Stephen Curry,,activated from IL
2022-01-08,Hawks,• Cameron Oliver,,activated from IL
2022-01-08,Hawks,• Chris Clemons,,activated from IL
2022-01-08,Mavericks,• Isaiah Thomas,,activated from IL
2022-01-08,Wizards,• Brad Wanamaker,,activated from IL
2022-01-09,76ers,• Isaiah Joe,,activated from IL
2022-01-09,Blazers,,• Norman Powell,placed on IL with NBA health and safety protocols
2022-01-09,Clippers,,• Justise Winslow,placed on IL with NBA health and safety protocols
2022-01-09,Clippers,• Xavier Moon,,activated from IL
2022-01-09,Grizzlies,• Ja Morant,,activated from IL
2022-01-09,Grizzlies,• John Konchar,,activated from IL
2022-01-09,Grizzlies,• Kyle Anderson,,activated from IL
2022-01-09,Grizzlies,• Xavier Tillman,,activated from IL
2022-01-09,Hawks,,• Clint Capela,placed on IL with sprained left ankle
2022-01-09,Jazz,,• Elijah Hughes,placed on IL with NBA health and safety protocols
2022-01-09,Jazz,,• Rudy Gay,placed on IL with NBA health and safety protocols
2022-01-09,Kings,,• Damian Jones,placed on IL with NBA health and safety protocols
2022-01-09,Kings,• Chimezie Metu,,activated from IL
2022-01-09,Magic,,• Wendell Carter Jr.,placed on IL with left hamstring injury
2022-01-09,Mavericks,• Boban Marjanovic,,activated from IL
2022-01-09,Mavericks,• Luka Doncic,,activated from IL
2022-01-09,Nets,,• LaMarcus Aldridge,placed on IL with sore right foot
2022-01-09,Raptors,,• Gary Trent Jr.,placed on IL with left ankle injury
2022-01-09,Rockets,,• Armoni Brooks,placed on IL with NBA health and safety protocols
2022-01-09,Thunder,• Derrick Favors,,activated from IL
2022-01-09,Warriors,• Juan Toscano-Anderson,,activated from IL
2022-01-09,Wizards,• Davis Bertans,,activated from IL
2022-01-09,Wizards,• Rui Hachimura,,activated from IL
2022-01-09,Wizards,• Tremont Waters,,activated from IL
2022-01-09,Nuggets,• Petr Cornelie,,activated from IL
2022-01-10,76ers,,• Seth Curry,placed on IL with sore left ankle
2022-01-10,Bucks,• Donte DiVincenzo,,activated from IL
2022-01-10,Bucks,• Pat Connaughton,,activated from IL
2022-01-10,Celtics,• Brodric Thomas,,activated from IL
2022-01-10,Heat,• Gabe Vincent,,activated from IL
2022-01-10,Heat,• Udonis Haslem,,activated from IL
2022-01-10,Hornets,,• Kelly Oubre Jr.,placed on IL with NBA health and safety protocols
2022-01-10,Jazz,,• Jared Butler,placed on IL with NBA health and safety protocols
2022-01-10,Jazz,,• Udoka Azubuike,placed on IL with NBA health and safety protocols
2022-01-10,Knicks,• Evan Fournier,,activated from IL
2022-01-10,Nets,,• James Harden,placed on IL with hyperextended left knee
2022-01-10,Nuggets,,• Will Barton,placed on IL with NBA health and safety protocols
2022-01-10,Pacers,• Isaiah Jackson,,activated from IL
2022-01-10,Pacers,• Torrey Craig,,activated from IL
2022-01-10,Pelicans,• Tomas Satoransky,,activated from IL
2022-01-10,Raptors,• Yuta Watanabe,,activated from IL
2022-01-10,Rockets,,• Eric Gordon,placed on IL with right groin injury
2022-01-10,Rockets,• Usman Garuba,,activated from IL
2022-01-10,Spurs,,• Jock Landale,placed on IL with back injury
2022-01-10,Suns,,• Ishmail Wainright / Ish Wainright,placed on IL with NBA health and safety protocols
2022-01-10,Thunder,,• Kenrich Williams,placed on IL with NBA health and safety protocols
2022-01-10,Wizards,• Montrezl Harrell,,activated from IL
2022-01-10,Knicks,• Damyean Dotson,,activated from IL
2022-01-10,Knicks,• Matt Mooney,,activated from IL
2022-01-11,76ers,• Paul Reed,,activated from IL
2022-01-11,76ers,• Tyrese Maxey,,activated from IL
2022-01-11,Raptors,,• Scottie Barnes,placed on IL with sore right knee
2022-01-11,Rockets,• Eric Gordon,,activated from IL
2022-01-11,Spurs,• Thaddeus Young,,activated from IL
2022-01-11,Suns,,• Justin Jackson (Aaron),placed on IL not with team
2022-01-11,Suns,• Landry Shamet,,activated from IL
2022-01-11,Timberwolves,• Patrick Beverley,,activated from IL
2022-01-11,Wizards,,• Bradley Beal,placed on IL with NBA health and safety protocols
2022-01-11,Wizards,• Anthony Gill,,activated from IL
2022-01-11,76ers,• Jaden Springer,,activated from IL
2022-01-11,Pacers,• Justin Anderson,,activated from IL
2022-01-11,Warriors,,• Jonathan Kuminga,placed on IL with sore knee
2022-01-12,76ers,• Seth Curry,,activated from IL
2022-01-12,Bucks,,• Jrue Holiday,placed on IL with sore left ankle
2022-01-12,Bucks,• Grayson Allen,,activated from IL
2022-01-12,Cavaliers,,• Rajon Rondo,placed on IL with right hamstring injury
2022-01-12,Celtics,,• Marcus Smart,placed on IL with bruised right thigh
2022-01-12,Celtics,• Payton Pritchard,,activated from IL
2022-01-12,Hawks,,• Cameron Reddish / Cam Reddish,placed on IL with sprained right ankle
2022-01-12,Hawks,• De'Andre Hunter,,activated from IL
2022-01-12,Hawks,• Gorgui Dieng,,activated from IL
2022-01-12,Heat,• Dewayne Dedmon,,activated from IL
2022-01-12,Hornets,,• Kai Jones,placed on IL with NBA health and safety protocols
2022-01-12,Jazz,,• Hassan Whiteside,placed on IL with NBA health and safety protocols
2022-01-12,Jazz,,• Norvel Pelle,placed on IL with illness
2022-01-12,Jazz,• Joe Ingles,,activated from IL
2022-01-12,Kings,,• Robert Woodard II,placed on IL with NBA health and safety protocols
2022-01-12,Kings,,• Tristan Thompson,placed on IL with right quadricep injury
2022-01-12,Knicks,• Nerlens Noel,,activated from IL
2022-01-12,Lakers,,• Carmelo Anthony,placed on IL with tightness in lower back
2022-01-12,Magic,,• Mohamed Bamba / Mo Bamba,placed on IL with sprained right toe
2022-01-12,Magic,• Robin Lopez,,activated from IL
2022-01-12,Nets,,• Nicolas Claxton / Nic Claxton,placed on IL with left hamstring injury
2022-01-12,Nets,• James Harden,,activated from IL
2022-01-12,Pacers,• Caris LeVert,,activated from IL
2022-01-12,Pacers,• Goga Bitadze,,activated from IL
2022-01-12,Pacers,• Malcolm Brogdon,,activated from IL
2022-01-12,Rockets,• Armoni Brooks,,activated from IL
2022-01-12,Spurs,,• Drew Eubanks,placed on IL with stomach illness
2022-01-12,Spurs,• Devin Vassell,,activated from IL
2022-01-12,Spurs,• Jock Landale,,activated from IL
2022-01-12,Spurs,• Keldon Johnson,,activated from IL
2022-01-12,Wizards,• Thomas Bryant,,activated from IL
2022-01-12,Hawks,,• Jalen Johnson,placed on IL with sprained left ankle
2022-01-13,76ers,,• Danny Green,placed on IL with right hip injury
2022-01-13,Bucks,,• Langston Galloway,placed on IL with NBA health and safety protocols
2022-01-13,Bucks,• George Hill,,activated from IL
2022-01-13,Bulls,,• Derrick Jones Jr.,placed on IL with right knee injury
2022-01-13,Grizzlies,,• Killian Tillie,placed on IL with NBA health and safety protocols
2022-01-13,Magic,• Jalen Suggs,,activated from IL
2022-01-13,Nuggets,• Markus Howard,,activated from IL
2022-01-13,Nuggets,• Will Barton,,activated from IL
2022-01-13,Spurs,• Doug McDermott,,activated from IL
2022-01-13,Timberwolves,,• Jaylen Nowell,placed on IL with sprained left ankle
2022-01-13,Warriors,• Jonathan Kuminga,,activated from IL
2022-01-13,Jazz,• Malik Fitts,,activated from IL
2022-01-14,Cavaliers,• Isaac Okoro,,activated from IL
2022-01-14,Grizzlies,• Steven Adams,,activated from IL
2022-01-14,Heat,• Jimmy Butler,,activated from IL
2022-01-14,Hornets,• Kai Jones,,activated from IL
2022-01-14,Jazz,• Rudy Gay,,activated from IL
2022-01-14,Jazz,• Rudy Gobert,,activated from IL
2022-01-14,Pacers,,• Jeremy Lamb,placed on IL with sore left knee
2022-01-14,Pacers,,• Malcolm Brogdon,placed on IL with sore right Achilles
2022-01-14,Raptors,,• David Johnson (Ricardo),placed on IL
2022-01-14,Raptors,• Scottie Barnes,,activated from IL
2022-01-14,Rockets,• Alperen Sengun,,activated from IL
2022-01-14,Spurs,• Drew Eubanks,,activated from IL
2022-01-14,Suns,• Ishmail Wainright / Ish Wainright,,activated from IL
2022-01-14,Warriors,,• Gary Payton II,placed on IL with tightness in lower back
2022-01-14,Hornets,• Vernon Carey Jr.,,activated from IL
2022-01-14,Suns,• Justin Jackson (Aaron),,activated from IL
2022-01-15,76ers,,• Matisse Thybulle,placed on IL with sore/sprained right shoulder
2022-01-15,Blazers,,• Cody Zeller,placed on IL with right knee injury
2022-01-15,Bulls,,• Zach LaVine,placed on IL with left knee injury
2022-01-15,Clippers,• Isaiah Hartenstein,,activated from IL
2022-01-15,Hawks,,• Bogdan Bogdanovic,placed on IL with sore right knee
2022-01-15,Hawks,• Jalen Johnson,,activated from IL
2022-01-15,Heat,,• Marcus Garrett,placed on IL with right wrist injury
2022-01-15,Jazz,• Norvel Pelle,,activated from IL
2022-01-15,Magic,• Mohamed Bamba / Mo Bamba,,activated from IL
2022-01-15,Mavericks,• Kristaps Porzingis,,activated from IL
2022-01-15,Mavericks,• Willie Cauley-Stein,,activated from IL
2022-01-15,Nets,,• James Johnson,placed on IL with illness
2022-01-15,Nuggets,,• JaMychal Green,placed on IL with NBA health and safety protocols
2022-01-15,Raptors,,• Khem Birch,placed on IL with fractured nose
2022-01-15,Spurs,,• Jakob Poeltl,placed on IL with back injury
2022-01-15,Spurs,• Derrick White,,activated from IL
2022-01-15,Thunder,• Isaiah Roby,,activated from IL
2022-01-15,Timberwolves,,• Jordan McLaughlin,placed on IL with NBA health and safety protocols
2022-01-15,Timberwolves,• Jaylen Nowell,,activated from IL
2022-01-15,Warriors,,• Stephen Curry,placed on IL with right hand injury
2022-01-15,Wizards,,• Davis Bertans,placed on IL with sprained left foot
2022-01-16,Jazz,• Udoka Azubuike,,activated from IL
2022-01-16,Kings,,• Marvin Bagley III,placed on IL with sore right shoulder
2022-01-16,Kings,,• Tyrese Haliburton,placed on IL with NBA health and safety protocols
2022-01-16,Kings,• Damian Jones,,activated from IL
2022-01-16,Kings,• Richaun Holmes,,activated from IL
2022-01-16,Pacers,,• Myles Turner,placed on IL with sore left foot
2022-01-16,Spurs,• Jakob Poeltl,,activated from IL
2022-01-16,Timberwolves,• Leandro Bolmaro,,activated from IL
